age,education,employment,income,marital,children,housing,vehicle,health,region
51,bachelor,employed,high,married,2_plus,owned,1,fair,urban
64,high_school,employed,low,married,0,rent,1,fair,suburban
46,high_school,unemployed,low,separated,1,owned,1,fair,urban
33,vocational,employed,high,married,1,owned,2_plus,poor,rural
42,vocational,employed,middle,single,0,mortgage,0,fair,urban
60,postgraduate,retired,low,married,2_plus,owned,0,fair,urban
51,high_school,self_employed,low,married,1,owned,2_plus,good,urban
56,high_school,employed,middle,married,2_plus,mortgage,2_plus,good,rural
42,vocational,employed,high,married,2_plus,mortgage,1,good,suburban
83,vocational,retired,middle,single,0,owned,1,good,suburban
78,high_school,retired,low,married,2_plus,rent,0,good,urban
27,high_school,self_employed,low,married,2_plus,mortgage,1,good,suburban
44,bachelor,employed,middle,married,1,mortgage,1,good,urban
26,bachelor,employed,middle,married,0,mortgage,2_plus,good,rural
84,bachelor,self_employed,middle,married,2_plus,owned,0,poor,rural
52,high_school,employed,high,married,0,owned,0,good,urban
49,bachelor,employed,high,married,2_plus,rent,1,good,suburban
55,postgraduate,employed,high,single,1,rent,2_plus,fair,rural
36,postgraduate,retired,low,separated,2_plus,mortgage,0,good,suburban
22,high_school,self_employed,middle,single,0,mortgage,1,good,rural
26,high_school,unemployed,low,single,0,owned,2_plus,good,rural
57,postgraduate,employed,middle,married,2_plus,rent,1,poor,suburban
18,vocational,employed,low,married,1,rent,1,good,urban
72,bachelor,retired,middle,married,2_plus,rent,1,poor,urban
18,vocational,employed,middle,single,0,rent,0,good,urban
62,bachelor,self_employed,low,single,1,owned,0,good,suburban
47,high_school,self_employed,low,married,2_plus,rent,0,good,urban
80,high_school,retired,middle,single,2_plus,mortgage,0,good,suburban
54,high_school,unemployed,low,single,0,owned,0,poor,urban
45,bachelor,employed,high,single,0,owned,1,fair,rural
40,postgraduate,student,middle,single,2_plus,rent,2_plus,poor,urban
21,vocational,employed,middle,married,0,owned,1,fair,urban
45,bachelor,unemployed,low,married,0,rent,0,good,urban
71,high_school,employed,middle,single,0,mortgage,1,poor,urban
59,bachelor,employed,middle,married,2_plus,mortgage,0,good,urban
54,high_school,employed,low,married,2_plus,rent,1,good,urban
34,postgraduate,employed,middle,married,2_plus,mortgage,2_plus,good,suburban
27,vocational,self_employed,middle,separated,2_plus,rent,1,good,urban
58,postgraduate,employed,low,single,0,rent,0,good,suburban
29,high_school,self_employed,low,married,0,owned,1,fair,suburban
40,vocational,employed,low,single,0,rent,1,good,urban
53,postgraduate,employed,middle,married,1,mortgage,1,good,urban
61,bachelor,employed,middle,single,0,mortgage,1,good,rural
63,bachelor,employed,middle,married,1,mortgage,0,fair,suburban
66,bachelor,retired,high,married,1,owned,1,fair,urban
52,bachelor,retired,middle,separated,1,owned,1,good,suburban
56,high_school,employed,middle,married,1,owned,1,fair,rural
31,postgraduate,employed,middle,single,2_plus,mortgage,0,good,suburban
31,vocational,employed,high,separated,1,owned,2_plus,good,urban
35,high_school,employed,low,married,2_plus,rent,1,poor,suburban
56,postgraduate,retired,middle,married,1,owned,1,good,suburban
18,vocational,unemployed,low,separated,0,owned,0,good,urban
30,vocational,employed,low,married,0,owned,0,good,suburban
28,high_school,student,middle,single,0,owned,2_plus,poor,suburban
63,vocational,employed,middle,single,2_plus,mortgage,1,good,suburban
59,bachelor,employed,high,separated,2_plus,mortgage,2_plus,fair,urban
58,bachelor,employed,middle,married,0,mortgage,0,good,suburban
45,vocational,employed,middle,married,0,rent,1,good,suburban
24,vocational,unemployed,low,single,0,mortgage,0,good,rural
23,high_school,unemployed,low,single,2_plus,owned,1,fair,urban
33,high_school,student,middle,single,0,rent,2_plus,good,urban
61,postgraduate,employed,middle,married,2_plus,owned,1,poor,suburban
27,high_school,unemployed,low,separated,1,mortgage,0,good,urban
44,vocational,employed,high,single,2_plus,owned,1,fair,urban
21,bachelor,employed,middle,married,2_plus,mortgage,1,fair,suburban
41,bachelor,self_employed,low,married,1,mortgage,0,good,urban
46,bachelor,employed,middle,single,0,owned,1,good,rural
62,high_school,employed,low,separated,2_plus,mortgage,0,good,suburban
46,vocational,employed,middle,single,0,owned,0,fair,rural
49,bachelor,employed,low,married,1,mortgage,0,good,rural
53,vocational,employed,middle,single,0,rent,0,good,urban
41,high_school,employed,low,single,0,owned,2_plus,good,rural
74,bachelor,retired,middle,married,1,rent,1,poor,suburban
68,postgraduate,retired,low,married,2_plus,rent,2_plus,good,suburban
29,vocational,employed,high,single,2_plus,owned,0,good,rural
46,postgraduate,employed,high,separated,0,rent,0,fair,urban
42,bachelor,employed,high,single,2_plus,rent,1,good,suburban
59,bachelor,employed,middle,married,2_plus,mortgage,1,good,suburban
18,postgraduate,employed,middle,single,1,mortgage,0,good,rural
84,vocational,retired,middle,separated,1,mortgage,1,good,rural
55,vocational,self_employed,middle,separated,1,mortgage,0,good,urban
33,bachelor,employed,high,single,2_plus,owned,1,good,urban
26,high_school,employed,middle,single,0,owned,2_plus,good,rural
35,bachelor,employed,middle,married,2_plus,owned,0,good,urban
45,bachelor,employed,middle,single,0,rent,0,good,rural
25,bachelor,employed,middle,married,2_plus,owned,1,good,suburban
45,bachelor,employed,high,married,0,owned,2_plus,poor,suburban
55,high_school,employed,high,married,2_plus,rent,1,poor,suburban
28,postgraduate,employed,middle,single,0,mortgage,1,poor,urban
32,vocational,employed,middle,separated,2_plus,rent,1,good,rural
21,high_school,employed,middle,married,2_plus,owned,1,good,rural
20,vocational,unemployed,low,married,0,owned,0,fair,rural
66,bachelor,employed,middle,single,0,rent,1,poor,rural
42,bachelor,employed,low,single,0,rent,0,good,urban
52,high_school,employed,low,separated,0,mortgage,0,good,urban
38,bachelor,employed,low,single,0,mortgage,0,fair,urban
45,high_school,employed,low,married,1,owned,0,poor,urban
42,vocational,employed,middle,married,1,owned,1,fair,urban
37,high_school,employed,low,separated,2_plus,rent,0,fair,urban
44,bachelor,employed,middle,married,0,mortgage,1,poor,urban
22,vocational,employed,low,married,2_plus,mortgage,0,good,urban
51,bachelor,self_employed,high,married,0,owned,1,good,suburban
42,postgraduate,employed,low,married,2_plus,owned,0,poor,suburban
81,vocational,retired,middle,separated,1,owned,1,poor,urban
49,bachelor,employed,high,single,0,mortgage,1,good,suburban
28,high_school,employed,middle,single,0,owned,0,good,suburban
33,high_school,employed,low,married,2_plus,rent,0,fair,rural
39,vocational,self_employed,low,married,2_plus,rent,0,good,urban
56,vocational,retired,low,married,2_plus,owned,2_plus,fair,urban
55,bachelor,employed,low,single,0,owned,0,fair,urban
56,high_school,student,middle,single,2_plus,owned,1,good,urban
39,vocational,employed,middle,separated,2_plus,mortgage,0,good,suburban
43,postgraduate,employed,low,married,1,mortgage,0,good,urban
42,postgraduate,employed,middle,single,0,rent,0,good,urban
25,vocational,employed,middle,married,2_plus,owned,1,fair,rural
24,vocational,employed,low,single,0,rent,0,fair,urban
55,bachelor,employed,middle,married,2_plus,owned,1,fair,suburban
42,bachelor,employed,low,married,0,rent,0,good,rural
34,bachelor,employed,low,separated,2_plus,owned,0,fair,rural
42,vocational,employed,middle,single,2_plus,rent,0,fair,urban
28,high_school,unemployed,low,separated,2_plus,mortgage,1,good,urban
85,vocational,retired,middle,married,1,mortgage,1,poor,suburban
43,postgraduate,employed,high,married,1,owned,0,good,suburban
56,bachelor,employed,high,married,1,mortgage,1,fair,suburban
47,bachelor,employed,high,single,0,owned,1,fair,suburban
35,postgraduate,employed,high,married,2_plus,rent,2_plus,fair,rural
63,bachelor,employed,middle,married,2_plus,owned,1,fair,suburban
37,bachelor,employed,high,single,0,owned,2_plus,fair,urban
38,high_school,retired,middle,married,2_plus,owned,0,good,suburban
45,postgraduate,employed,middle,single,2_plus,mortgage,1,good,suburban
25,bachelor,employed,middle,married,0,owned,1,fair,urban
27,high_school,employed,middle,single,0,owned,1,good,urban
81,high_school,retired,middle,single,2_plus,owned,2_plus,poor,rural
62,bachelor,employed,low,single,2_plus,owned,0,good,urban
56,high_school,employed,middle,single,1,owned,2_plus,good,urban
46,high_school,employed,low,married,0,rent,0,good,rural
61,bachelor,employed,low,married,2_plus,rent,0,fair,suburban
34,bachelor,employed,middle,single,0,mortgage,0,fair,urban
53,vocational,employed,low,single,0,mortgage,1,poor,suburban
26,bachelor,employed,high,single,0,mortgage,2_plus,good,rural
52,bachelor,employed,middle,single,1,rent,1,poor,urban
41,bachelor,self_employed,middle,single,1,owned,1,fair,rural
57,bachelor,student,middle,single,0,rent,1,good,suburban
25,postgraduate,employed,low,single,0,rent,0,good,suburban
46,postgraduate,employed,middle,single,0,rent,2_plus,good,rural
24,vocational,self_employed,middle,married,0,rent,1,fair,suburban
43,vocational,employed,middle,married,2_plus,rent,1,good,rural
18,high_school,retired,middle,married,1,mortgage,1,good,rural
37,postgraduate,unemployed,low,married,2_plus,mortgage,0,good,suburban
56,vocational,student,middle,married,2_plus,owned,1,good,suburban
60,high_school,unemployed,middle,married,2_plus,owned,0,good,urban
45,vocational,self_employed,middle,single,0,mortgage,1,fair,urban
27,high_school,employed,middle,single,0,owned,1,poor,urban
81,vocational,self_employed,middle,single,2_plus,rent,1,good,suburban
70,vocational,employed,middle,single,2_plus,rent,2_plus,poor,rural
75,vocational,retired,low,single,0,rent,1,fair,urban
52,bachelor,employed,low,married,0,rent,1,fair,urban
39,high_school,unemployed,low,married,1,rent,1,good,urban
28,postgraduate,unemployed,low,separated,0,rent,0,fair,urban
40,bachelor,employed,high,married,2_plus,owned,1,fair,rural
44,bachelor,self_employed,middle,separated,1,mortgage,1,good,urban
40,high_school,employed,high,married,2_plus,mortgage,1,good,urban
45,vocational,employed,middle,single,2_plus,owned,1,fair,suburban
38,postgraduate,employed,middle,married,1,rent,1,good,suburban
57,vocational,retired,middle,single,2_plus,owned,0,fair,suburban
63,bachelor,employed,middle,married,1,mortgage,1,fair,rural
79,high_school,retired,middle,married,1,mortgage,1,poor,suburban
50,postgraduate,unemployed,low,married,2_plus,rent,0,fair,rural
71,bachelor,retired,high,married,2_plus,owned,1,good,rural
62,high_school,student,middle,single,0,rent,0,fair,rural
63,vocational,employed,middle,married,2_plus,owned,1,fair,rural
30,vocational,retired,middle,married,2_plus,mortgage,1,good,urban
49,bachelor,employed,middle,single,0,owned,1,good,urban
37,high_school,employed,low,married,1,owned,1,fair,urban
76,vocational,retired,high,single,2_plus,rent,2_plus,poor,urban
76,vocational,student,low,separated,2_plus,rent,0,fair,suburban
38,bachelor,employed,middle,married,2_plus,rent,1,good,urban
79,vocational,retired,low,separated,1,mortgage,1,good,suburban
47,vocational,employed,middle,married,2_plus,mortgage,1,good,urban
46,high_school,self_employed,middle,single,0,owned,1,fair,suburban
42,vocational,self_employed,low,single,0,mortgage,0,poor,urban
35,postgraduate,self_employed,middle,single,0,mortgage,1,good,suburban
40,vocational,employed,middle,married,2_plus,rent,1,good,urban
21,bachelor,employed,middle,married,2_plus,mortgage,1,good,suburban
51,postgraduate,self_employed,low,separated,0,owned,0,good,rural
73,bachelor,retired,low,married,2_plus,mortgage,1,poor,urban
38,high_school,employed,middle,single,0,mortgage,1,good,urban
52,vocational,employed,middle,married,2_plus,owned,1,fair,suburban
41,vocational,employed,middle,married,2_plus,owned,1,fair,suburban
53,bachelor,employed,middle,single,0,mortgage,1,good,suburban
78,high_school,retired,middle,married,1,rent,2_plus,fair,urban
47,high_school,employed,middle,married,2_plus,rent,1,good,urban
47,vocational,student,middle,separated,2_plus,mortgage,1,good,urban
44,high_school,employed,low,single,0,rent,2_plus,good,urban
42,postgraduate,employed,middle,married,2_plus,rent,1,good,urban
18,vocational,employed,low,single,1,rent,0,good,urban
32,bachelor,employed,low,married,1,rent,0,good,urban
60,vocational,self_employed,low,married,2_plus,rent,2_plus,good,urban
25,bachelor,employed,middle,married,1,mortgage,0,good,suburban
48,postgraduate,employed,high,married,1,mortgage,2_plus,fair,suburban
63,bachelor,unemployed,middle,married,2_plus,owned,2_plus,poor,suburban
30,high_school,employed,middle,married,1,mortgage,2_plus,good,suburban
48,bachelor,unemployed,low,separated,1,rent,0,good,rural
21,vocational,student,high,single,0,owned,0,good,urban
83,postgraduate,retired,low,married,1,rent,2_plus,poor,urban
81,vocational,retired,low,married,2_plus,rent,1,fair,suburban
56,bachelor,unemployed,middle,single,0,mortgage,2_plus,fair,suburban
32,high_school,self_employed,high,separated,2_plus,owned,1,good,urban
22,vocational,student,low,married,2_plus,mortgage,0,good,rural
32,bachelor,employed,high,married,2_plus,owned,0,fair,suburban
22,postgraduate,retired,middle,separated,1,mortgage,2_plus,fair,rural
48,postgraduate,self_employed,middle,married,2_plus,owned,1,fair,rural
33,bachelor,employed,high,single,0,owned,1,good,rural
29,postgraduate,self_employed,middle,single,2_plus,owned,1,good,urban
49,high_school,employed,low,married,2_plus,rent,0,good,suburban
25,postgraduate,employed,middle,married,0,owned,1,good,urban
73,bachelor,retired,low,married,2_plus,owned,0,good,urban
38,high_school,employed,low,married,2_plus,rent,1,good,suburban
25,vocational,employed,middle,single,2_plus,mortgage,2_plus,good,urban
48,postgraduate,self_employed,middle,separated,0,rent,1,good,urban
79,postgraduate,employed,low,married,2_plus,owned,0,good,rural
71,high_school,retired,middle,married,2_plus,mortgage,0,fair,suburban
53,high_school,employed,middle,married,2_plus,mortgage,0,fair,suburban
46,vocational,unemployed,middle,single,2_plus,owned,1,fair,suburban
62,bachelor,employed,middle,married,1,mortgage,2_plus,good,urban
38,bachelor,employed,high,married,2_plus,rent,2_plus,fair,suburban
40,vocational,employed,middle,single,0,rent,2_plus,good,rural
57,high_school,student,middle,separated,1,mortgage,1,good,suburban
35,postgraduate,employed,middle,married,1,rent,1,fair,urban
31,bachelor,employed,middle,married,1,rent,1,good,urban
37,vocational,student,middle,married,0,rent,0,fair,urban
33,high_school,employed,middle,married,2_plus,mortgage,2_plus,good,urban
26,vocational,employed,middle,married,0,mortgage,0,good,rural
32,postgraduate,employed,low,single,0,owned,0,good,urban
30,bachelor,employed,low,married,2_plus,owned,1,fair,suburban
53,vocational,employed,middle,married,2_plus,rent,0,good,suburban
57,bachelor,unemployed,low,married,0,owned,1,fair,urban
54,postgraduate,employed,middle,married,1,owned,1,good,rural
50,vocational,student,low,separated,2_plus,mortgage,0,good,rural
59,vocational,employed,middle,married,0,rent,1,good,urban
63,bachelor,employed,high,married,0,owned,2_plus,good,urban
58,bachelor,employed,middle,separated,2_plus,rent,0,good,suburban
35,postgraduate,employed,middle,married,2_plus,rent,0,good,rural
50,bachelor,employed,middle,married,2_plus,mortgage,1,good,urban
55,high_school,employed,middle,married,0,owned,0,good,urban
74,high_school,retired,low,single,2_plus,rent,1,poor,urban
25,bachelor,employed,middle,married,2_plus,rent,1,good,rural
52,high_school,employed,low,married,1,rent,2_plus,good,suburban
31,high_school,self_employed,middle,separated,2_plus,mortgage,1,good,urban
60,high_school,employed,middle,married,0,owned,2_plus,fair,rural
31,bachelor,employed,high,separated,0,owned,1,good,suburban
21,high_school,employed,middle,separated,2_plus,owned,0,fair,urban
19,vocational,retired,middle,married,2_plus,mortgage,2_plus,fair,rural
55,high_school,unemployed,low,separated,1,owned,1,fair,urban
25,bachelor,employed,high,single,0,mortgage,0,good,urban
50,bachelor,employed,middle,separated,2_plus,rent,1,good,urban
42,bachelor,employed,middle,married,1,rent,1,fair,suburban
70,bachelor,retired,low,single,0,mortgage,0,fair,rural
28,vocational,employed,high,married,1,owned,0,good,suburban
48,high_school,student,low,married,2_plus,rent,0,fair,urban
85,bachelor,employed,middle,married,2_plus,mortgage,0,fair,rural
38,bachelor,employed,middle,married,2_plus,rent,0,fair,urban
26,vocational,employed,middle,married,2_plus,owned,0,good,urban
30,bachelor,unemployed,low,married,1,owned,2_plus,good,rural
52,vocational,employed,low,married,2_plus,owned,0,fair,urban
43,vocational,employed,high,single,0,rent,1,good,urban
47,vocational,employed,high,married,1,mortgage,0,poor,urban
38,vocational,retired,middle,married,2_plus,owned,1,good,suburban
43,bachelor,employed,middle,single,2_plus,owned,1,fair,suburban
21,vocational,self_employed,low,single,0,owned,0,good,urban
36,postgraduate,employed,low,married,2_plus,mortgage,1,good,rural
81,bachelor,retired,middle,married,2_plus,rent,1,fair,urban
40,bachelor,employed,low,single,0,owned,0,good,urban
36,bachelor,employed,low,married,2_plus,owned,0,good,urban
34,bachelor,employed,middle,single,1,owned,2_plus,good,rural
42,vocational,employed,low,married,0,rent,0,good,urban
76,bachelor,retired,middle,separated,0,owned,1,fair,suburban
42,bachelor,employed,high,single,0,mortgage,1,good,urban
29,vocational,employed,low,single,0,rent,1,good,urban
52,vocational,employed,middle,single,0,rent,1,fair,suburban
60,vocational,self_employed,middle,married,2_plus,rent,1,poor,urban
46,high_school,employed,low,separated,2_plus,rent,0,good,rural
53,high_school,retired,high,married,0,rent,0,fair,rural
50,high_school,employed,low,separated,2_plus,rent,0,fair,suburban
58,vocational,employed,middle,married,1,rent,0,poor,rural
80,high_school,retired,high,married,2_plus,owned,2_plus,fair,urban
28,high_school,student,middle,married,2_plus,mortgage,2_plus,fair,urban
18,bachelor,employed,middle,married,1,owned,2_plus,good,rural
73,bachelor,student,middle,married,2_plus,owned,1,poor,suburban
59,bachelor,employed,high,single,0,rent,2_plus,fair,urban
73,bachelor,retired,middle,separated,2_plus,owned,1,poor,urban
40,bachelor,employed,middle,married,0,mortgage,0,good,suburban
36,vocational,employed,low,married,2_plus,rent,0,good,suburban
27,bachelor,employed,middle,married,2_plus,mortgage,0,fair,urban
55,bachelor,employed,middle,single,0,owned,2_plus,poor,urban
37,bachelor,employed,high,single,0,owned,1,good,urban
80,high_school,self_employed,middle,married,0,owned,1,fair,suburban
62,postgraduate,retired,low,separated,2_plus,rent,2_plus,good,urban
39,postgraduate,employed,middle,single,0,owned,1,fair,urban
74,postgraduate,retired,low,married,2_plus,rent,0,poor,suburban
