age,education,employment,income,marital,children,housing,vehicle,health,region
25,bachelor,unemployed,low,separated,1,mortgage,1,good,urban
38,bachelor,employed,middle,separated,1,mortgage,1,good,urban
46,high_school,employed,high,single,2_plus,owned,1,good,urban
26,postgraduate,employed,low,single,0,rent,1,good,urban
62,bachelor,employed,middle,married,2_plus,owned,1,good,urban
26,high_school,unemployed,low,married,1,rent,1,fair,urban
33,vocational,employed,high,married,0,rent,1,good,rural
57,postgraduate,employed,middle,single,1,mortgage,0,fair,rural
29,bachelor,employed,low,single,0,rent,1,poor,rural
62,high_school,unemployed,low,single,0,rent,0,fair,urban
41,bachelor,employed,high,married,2_plus,owned,2_plus,fair,suburban
23,vocational,unemployed,low,married,0,rent,0,good,urban
49,bachelor,employed,middle,married,2_plus,mortgage,0,good,urban
50,bachelor,unemployed,low,married,2_plus,rent,0,good,urban
39,high_school,employed,high,married,2_plus,owned,1,good,rural
61,vocational,self_employed,low,single,0,rent,0,good,suburban
81,postgraduate,employed,high,married,2_plus,owned,2_plus,fair,urban
57,postgraduate,self_employed,low,separated,2_plus,mortgage,0,good,urban
38,vocational,employed,low,married,2_plus,rent,0,good,urban
36,vocational,employed,middle,married,0,rent,1,good,rural
43,bachelor,employed,high,married,0,owned,2_plus,good,suburban
27,bachelor,student,low,single,0,mortgage,0,good,suburban
34,vocational,employed,middle,single,0,mortgage,2_plus,fair,rural
60,vocational,employed,middle,married,1,mortgage,0,poor,suburban
47,postgraduate,employed,middle,single,0,rent,1,fair,suburban
62,high_school,employed,middle,married,1,owned,1,good,rural
49,high_school,employed,middle,single,2_plus,rent,1,good,urban
59,vocational,self_employed,high,married,2_plus,owned,1,fair,suburban
42,high_school,employed,middle,married,1,rent,2_plus,good,rural
29,vocational,employed,low,single,1,rent,1,good,urban
37,vocational,unemployed,low,single,0,owned,1,good,rural
85,vocational,employed,middle,married,2_plus,owned,1,good,suburban
35,high_school,employed,middle,married,1,rent,1,good,urban
60,bachelor,retired,high,married,2_plus,owned,2_plus,fair,urban
59,vocational,employed,high,separated,2_plus,rent,1,good,urban
36,high_school,employed,middle,married,2_plus,mortgage,2_plus,good,urban
85,high_school,retired,low,married,0,owned,2_plus,fair,rural
47,high_school,unemployed,low,married,2_plus,owned,1,good,suburban
61,high_school,retired,low,married,2_plus,owned,1,fair,rural
35,vocational,employed,middle,married,2_plus,mortgage,1,fair,urban
65,bachelor,retired,low,married,2_plus,owned,1,fair,urban
62,vocational,employed,middle,separated,2_plus,rent,2_plus,good,suburban
55,bachelor,employed,middle,single,1,owned,2_plus,good,urban
37,high_school,employed,middle,single,2_plus,owned,0,poor,rural
51,vocational,employed,middle,married,2_plus,owned,0,good,urban
40,bachelor,employed,middle,single,2_plus,owned,1,poor,suburban
44,bachelor,unemployed,middle,separated,0,owned,1,good,rural
30,vocational,employed,middle,single,0,rent,1,good,suburban
32,bachelor,employed,middle,single,0,rent,1,good,urban
18,bachelor,employed,middle,single,0,owned,2_plus,good,urban
59,vocational,retired,middle,married,2_plus,owned,1,good,suburban
42,bachelor,employed,high,single,0,rent,2_plus,good,urban
51,bachelor,employed,middle,single,0,rent,1,good,urban
58,high_school,self_employed,middle,married,0,mortgage,1,good,suburban
40,postgraduate,employed,middle,married,2_plus,mortgage,1,good,suburban
66,bachelor,retired,middle,single,2_plus,owned,2_plus,good,suburban
19,high_school,student,low,single,0,rent,0,good,urban
60,postgraduate,employed,middle,married,2_plus,owned,2_plus,fair,suburban
21,high_school,student,low,married,1,rent,1,poor,suburban
48,bachelor,employed,high,married,2_plus,owned,1,good,urban
44,bachelor,self_employed,middle,single,0,owned,0,fair,urban
