age,education,employment,income,marital,children,housing,vehicle,health,region
62,bachelor,employed,middle,single,0,owned,1,good,rural
38,postgraduate,employed,middle,single,2_plus,owned,1,fair,rural
36,bachelor,unemployed,low,married,2_plus,mortgage,1,good,urban
39,vocational,employed,middle,married,2_plus,owned,0,poor,urban
74,bachelor,retired,low,separated,2_plus,owned,1,good,urban
33,bachelor,employed,low,single,1,mortgage,1,good,urban
56,bachelor,retired,low,married,2_plus,mortgage,0,poor,urban
36,bachelor,employed,high,married,2_plus,mortgage,2_plus,good,urban
28,postgraduate,employed,high,single,0,owned,2_plus,good,suburban
44,bachelor,employed,middle,married,2_plus,rent,0,poor,urban
47,high_school,unemployed,low,married,1,rent,0,good,rural
32,bachelor,student,low,married,1,mortgage,2_plus,good,rural
34,postgraduate,unemployed,low,married,2_plus,rent,0,good,suburban
52,vocational,employed,middle,married,2_plus,owned,0,good,suburban
24,bachelor,student,low,single,0,rent,0,good,suburban
35,high_school,employed,low,married,2_plus,rent,0,poor,suburban
76,postgraduate,retired,middle,married,0,owned,2_plus,poor,urban
54,vocational,employed,high,separated,2_plus,owned,1,fair,urban
53,high_school,self_employed,low,single,0,rent,1,good,urban
44,high_school,employed,low,married,0,rent,0,good,suburban
54,vocational,employed,middle,separated,2_plus,owned,0,fair,urban
58,high_school,retired,low,married,2_plus,owned,0,good,urban
53,bachelor,retired,middle,single,0,owned,1,good,rural
52,vocational,employed,high,single,2_plus,owned,1,fair,suburban
46,high_school,employed,middle,married,2_plus,rent,1,poor,urban
56,bachelor,employed,high,married,0,mortgage,2_plus,fair,urban
45,vocational,employed,middle,married,0,owned,1,good,suburban
79,bachelor,retired,low,separated,0,owned,0,poor,suburban
49,bachelor,employed,low,married,2_plus,mortgage,0,good,urban
56,bachelor,employed,low,single,0,owned,1,good,urban
53,bachelor,self_employed,low,single,1,owned,0,fair,rural
22,high_school,student,low,single,0,rent,0,good,suburban
49,bachelor,employed,middle,married,2_plus,mortgage,0,fair,suburban
49,bachelor,unemployed,low,married,2_plus,rent,1,good,urban
48,vocational,employed,low,married,2_plus,mortgage,1,fair,urban
60,vocational,employed,middle,married,2_plus,owned,0,good,urban
40,vocational,employed,low,single,0,owned,0,fair,suburban
73,vocational,retired,middle,single,0,owned,2_plus,poor,rural
50,high_school,self_employed,high,married,2_plus,rent,1,good,suburban
37,high_school,employed,middle,single,2_plus,owned,1,good,urban
72,high_school,retired,low,married,1,owned,1,fair,suburban
55,high_school,employed,middle,single,2_plus,rent,1,poor,urban
43,vocational,employed,low,single,1,mortgage,1,good,rural
75,vocational,retired,middle,married,2_plus,mortgage,0,poor,urban
60,postgraduate,employed,middle,single,0,mortgage,0,fair,urban
33,postgraduate,employed,middle,single,0,mortgage,0,fair,rural
48,bachelor,employed,middle,married,2_plus,rent,1,good,urban
61,vocational,employed,low,married,1,rent,0,good,urban
49,postgraduate,self_employed,middle,single,0,rent,1,fair,urban
28,bachelor,employed,middle,married,1,rent,1,good,urban
34,bachelor,employed,middle,married,1,rent,2_plus,fair,suburban
63,postgraduate,employed,middle,single,0,rent,0,fair,urban
38,bachelor,employed,low,married,1,owned,0,fair,urban
42,bachelor,employed,middle,separated,2_plus,mortgage,1,good,urban
43,bachelor,self_employed,middle,single,0,mortgage,2_plus,poor,suburban
45,high_school,employed,middle,married,0,owned,0,good,suburban
45,postgraduate,employed,middle,separated,1,mortgage,0,fair,urban
36,vocational,employed,middle,married,2_plus,mortgage,0,poor,suburban
57,high_school,retired,middle,separated,2_plus,mortgage,2_plus,good,rural
51,bachelor,self_employed,middle,separated,2_plus,mortgage,1,fair,urban
49,postgraduate,employed,high,married,2_plus,owned,1,fair,suburban
53,high_school,employed,low,married,2_plus,rent,0,good,urban
74,bachelor,retired,middle,separated,1,owned,1,fair,rural
24,high_school,employed,middle,single,0,rent,1,good,urban
57,bachelor,self_employed,low,single,0,owned,0,good,suburban
