age,education,employment,income,marital,children,housing,vehicle,health,region
44,high_school,employed,high,married,2_plus,owned,0,good,suburban
72,bachelor,retired,middle,single,0,owned,0,poor,suburban
52,bachelor,employed,middle,married,1,mortgage,2_plus,fair,suburban
53,bachelor,employed,high,single,2_plus,rent,1,good,urban
39,high_school,employed,middle,single,2_plus,rent,1,poor,rural
47,high_school,employed,low,separated,2_plus,rent,0,good,rural
63,bachelor,employed,middle,married,2_plus,owned,1,good,suburban
47,high_school,employed,low,single,1,owned,0,fair,suburban
60,vocational,employed,low,married,2_plus,owned,1,fair,urban
58,high_school,employed,middle,married,0,mortgage,1,good,urban
51,vocational,self_employed,middle,married,2_plus,mortgage,1,good,suburban
62,vocational,student,middle,married,2_plus,rent,1,good,rural
84,bachelor,self_employed,low,single,1,mortgage,0,fair,rural
85,bachelor,retired,high,married,2_plus,owned,1,poor,suburban
47,vocational,employed,low,single,0,mortgage,1,good,suburban
32,postgraduate,employed,middle,single,0,mortgage,1,good,suburban
24,vocational,unemployed,low,married,2_plus,mortgage,0,fair,urban
32,vocational,employed,high,separated,2_plus,owned,0,good,rural
50,bachelor,retired,low,married,2_plus,mortgage,0,fair,suburban
40,high_school,self_employed,low,married,2_plus,rent,0,good,urban
27,high_school,employed,low,married,1,rent,0,good,urban
47,high_school,employed,middle,single,0,rent,2_plus,poor,rural
62,high_school,employed,low,married,2_plus,mortgage,0,good,urban
80,vocational,retired,middle,married,2_plus,rent,2_plus,poor,suburban
38,bachelor,self_employed,low,married,1,rent,1,good,urban
56,bachelor,student,middle,married,2_plus,owned,1,good,suburban
73,vocational,retired,middle,married,2_plus,owned,0,good,urban
60,postgraduate,employed,middle,single,0,owned,1,good,rural
50,bachelor,self_employed,middle,married,2_plus,rent,2_plus,good,rural
45,high_school,employed,low,separated,2_plus,owned,0,fair,urban
27,bachelor,employed,high,single,0,mortgage,1,good,urban
58,vocational,employed,middle,single,2_plus,owned,1,good,urban
39,vocational,employed,middle,single,0,mortgage,1,good,suburban
42,vocational,employed,middle,married,2_plus,owned,2_plus,poor,rural
28,bachelor,unemployed,low,married,0,rent,1,fair,urban
18,bachelor,employed,high,single,1,mortgage,1,good,urban
32,postgraduate,self_employed,middle,single,0,mortgage,2_plus,good,rural
73,bachelor,self_employed,middle,single,0,mortgage,0,fair,urban
56,vocational,employed,middle,married,2_plus,rent,0,good,rural
41,postgraduate,employed,middle,single,0,owned,0,fair,urban
62,vocational,employed,high,married,1,owned,1,fair,suburban
