age,education,employment,income,marital,children,housing,vehicle,health,region
47,vocational,employed,middle,married,1,mortgage,0,good,rural
18,vocational,employed,middle,single,0,rent,1,fair,urban
70,postgraduate,employed,middle,married,1,rent,1,fair,urban
53,high_school,retired,low,single,2_plus,owned,0,poor,suburban
37,vocational,employed,low,married,2_plus,owned,1,good,rural
33,high_school,unemployed,low,single,1,rent,0,fair,urban
48,bachelor,employed,middle,married,2_plus,owned,0,poor,urban
76,bachelor,retired,middle,married,2_plus,owned,0,poor,suburban
65,postgraduate,retired,low,separated,1,owned,1,fair,urban
66,postgraduate,unemployed,middle,married,2_plus,mortgage,1,poor,urban
54,bachelor,employed,middle,separated,2_plus,owned,0,fair,suburban
56,postgraduate,employed,middle,married,0,owned,0,fair,urban
78,vocational,retired,middle,married,1,rent,1,poor,suburban
57,high_school,employed,middle,married,1,rent,1,poor,urban
53,high_school,employed,middle,single,0,owned,1,fair,urban
26,high_school,unemployed,low,separated,1,rent,0,fair,suburban
60,high_school,unemployed,low,married,2_plus,owned,1,good,urban
61,vocational,employed,low,single,0,rent,2_plus,fair,suburban
50,vocational,employed,middle,married,1,owned,1,good,urban
36,postgraduate,employed,high,single,0,owned,2_plus,fair,rural
41,postgraduate,employed,middle,single,1,owned,1,poor,suburban
28,vocational,employed,low,single,0,rent,0,poor,urban
63,vocational,retired,middle,married,2_plus,owned,1,fair,urban
30,postgraduate,student,low,married,1,mortgage,0,good,suburban
29,bachelor,employed,middle,single,0,mortgage,1,good,suburban
21,high_school,employed,low,married,1,rent,0,good,urban
44,bachelor,employed,low,married,1,mortgage,0,poor,urban
43,vocational,employed,middle,single,0,mortgage,1,good,rural
52,high_school,retired,low,married,2_plus,owned,0,fair,suburban
32,vocational,employed,middle,single,0,rent,0,good,urban
46,vocational,employed,low,single,0,rent,1,fair,urban
85,high_school,retired,middle,separated,2_plus,owned,1,fair,rural
61,vocational,employed,middle,single,0,owned,1,good,urban
39,high_school,employed,middle,married,0,rent,0,fair,rural
39,vocational,employed,low,married,1,mortgage,0,fair,urban
59,vocational,employed,middle,married,0,rent,0,fair,suburban
59,bachelor,employed,middle,married,1,mortgage,0,good,urban
31,bachelor,employed,high,single,1,rent,1,good,urban
33,bachelor,self_employed,low,single,0,rent,0,fair,rural
54,bachelor,employed,high,separated,2_plus,owned,1,good,suburban
49,bachelor,employed,middle,married,2_plus,owned,0,good,urban
25,bachelor,employed,middle,single,0,owned,0,good,rural
36,bachelor,employed,middle,married,1,mortgage,1,good,urban
64,bachelor,self_employed,low,separated,2_plus,mortgage,0,fair,urban
85,high_school,employed,middle,married,0,rent,2_plus,poor,rural
54,bachelor,employed,low,separated,2_plus,owned,0,good,urban
52,vocational,employed,middle,married,2_plus,rent,0,good,urban
39,bachelor,employed,middle,married,2_plus,rent,0,poor,urban
25,vocational,employed,low,married,0,mortgage,0,fair,urban
33,bachelor,employed,high,married,0,rent,2_plus,good,rural
22,vocational,employed,middle,single,0,rent,2_plus,good,suburban
43,vocational,employed,middle,married,1,rent,0,good,urban
38,postgraduate,self_employed,high,married,2_plus,mortgage,2_plus,good,urban
42,bachelor,employed,high,married,2_plus,owned,2_plus,fair,urban
52,postgraduate,employed,middle,single,0,rent,0,good,urban
81,bachelor,retired,low,single,2_plus,owned,0,poor,suburban
42,postgraduate,employed,middle,single,1,mortgage,1,good,urban
50,vocational,employed,low,married,2_plus,owned,0,fair,rural
53,vocational,employed,middle,single,2_plus,mortgage,1,fair,suburban
22,high_school,employed,low,single,0,rent,0,good,suburban
30,bachelor,employed,high,single,0,rent,2_plus,good,rural
73,postgraduate,retired,middle,married,1,owned,1,fair,urban
38,bachelor,employed,low,single,0,rent,0,good,suburban
18,high_school,employed,middle,separated,0,rent,2_plus,good,suburban
31,vocational,employed,middle,single,0,owned,2_plus,good,suburban
44,bachelor,employed,high,married,1,mortgage,2_plus,good,urban
42,bachelor,employed,middle,married,0,mortgage,0,good,suburban
63,high_school,retired,middle,married,1,rent,0,fair,urban
34,postgraduate,self_employed,middle,married,0,rent,2_plus,fair,suburban
27,high_school,employed,middle,single,0,rent,1,good,rural
44,vocational,unemployed,middle,married,2_plus,owned,0,good,rural
59,bachelor,employed,high,married,2_plus,owned,1,good,urban
27,bachelor,employed,middle,married,1,rent,1,fair,urban
39,postgraduate,employed,high,married,2_plus,owned,1,fair,suburban
42,bachelor,employed,low,married,0,owned,1,good,urban
61,bachelor,employed,high,single,2_plus,owned,1,fair,rural
27,high_school,unemployed,low,married,1,rent,1,fair,rural
60,high_school,retired,low,married,2_plus,owned,1,good,rural
44,bachelor,employed,middle,separated,2_plus,mortgage,1,fair,urban
27,bachelor,self_employed,middle,separated,1,mortgage,2_plus,good,urban
55,bachelor,retired,middle,married,2_plus,mortgage,2_plus,fair,urban
47,vocational,employed,middle,married,2_plus,mortgage,1,fair,urban
62,high_school,employed,low,married,2_plus,owned,0,good,suburban
59,postgraduate,self_employed,high,married,2_plus,owned,0,good,suburban
18,high_school,employed,low,single,0,owned,0,good,rural
45,bachelor,unemployed,low,separated,1,rent,1,good,suburban
19,vocational,student,low,married,1,mortgage,0,good,suburban
81,postgraduate,retired,middle,separated,1,owned,0,fair,urban
84,postgraduate,retired,middle,married,2_plus,mortgage,0,fair,urban
29,bachelor,employed,middle,married,1,mortgage,1,fair,urban
85,vocational,retired,low,separated,2_plus,owned,0,fair,rural
46,high_school,employed,middle,married,2_plus,rent,1,good,suburban
20,bachelor,employed,middle,single,0,rent,0,good,urban
33,postgraduate,employed,middle,married,1,rent,1,poor,urban
28,high_school,employed,low,married,0,rent,0,good,suburban
36,high_school,self_employed,middle,married,2_plus,rent,1,good,urban
22,bachelor,student,low,single,0,rent,0,good,urban
33,bachelor,student,middle,single,0,rent,2_plus,poor,rural
44,bachelor,student,low,married,2_plus,rent,1,good,urban
28,postgraduate,employed,middle,single,0,rent,0,good,urban
48,vocational,employed,middle,single,0,mortgage,0,good,urban
29,vocational,employed,middle,single,0,rent,1,good,rural
40,bachelor,employed,middle,married,2_plus,mortgage,1,good,urban
52,bachelor,employed,low,separated,2_plus,owned,0,good,urban
27,vocational,employed,low,married,0,rent,1,fair,rural
22,bachelor,student,low,single,1,rent,0,fair,urban
23,high_school,employed,low,single,0,rent,1,good,suburban
54,bachelor,employed,middle,married,2_plus,owned,1,good,urban
59,high_school,retired,low,married,2_plus,owned,0,good,suburban
63,vocational,self_employed,middle,married,2_plus,owned,2_plus,fair,rural
52,vocational,unemployed,low,married,2_plus,owned,1,good,rural
54,vocational,employed,middle,married,2_plus,owned,1,good,suburban
30,vocational,employed,middle,married,0,rent,1,good,urban
43,vocational,employed,middle,married,2_plus,rent,2_plus,good,urban
40,bachelor,self_employed,middle,married,2_plus,owned,1,good,urban
28,bachelor,employed,low,married,2_plus,mortgage,1,fair,suburban
68,vocational,employed,high,married,2_plus,owned,2_plus,poor,suburban
78,vocational,retired,middle,married,2_plus,rent,1,poor,urban
34,bachelor,employed,middle,single,0,rent,1,good,suburban
26,bachelor,employed,high,single,0,mortgage,1,good,urban
61,bachelor,employed,high,single,1,mortgage,1,good,urban
52,high_school,employed,middle,married,2_plus,owned,1,good,urban
50,high_school,self_employed,low,separated,1,mortgage,0,good,urban
32,vocational,employed,middle,married,2_plus,owned,2_plus,good,rural
70,bachelor,unemployed,low,married,0,owned,0,fair,urban
80,vocational,retired,low,married,1,owned,2_plus,good,suburban
72,vocational,retired,low,married,1,owned,1,poor,rural
43,high_school,self_employed,middle,married,1,owned,1,good,suburban
49,high_school,employed,middle,single,2_plus,owned,1,good,urban
48,high_school,employed,middle,single,0,owned,1,good,rural
75,high_school,retired,low,separated,2_plus,owned,0,fair,suburban
53,vocational,employed,middle,married,1,owned,1,fair,suburban
53,high_school,retired,middle,married,0,rent,2_plus,good,rural
62,high_school,employed,high,separated,2_plus,mortgage,1,good,urban
43,high_school,employed,middle,separated,2_plus,rent,1,good,urban
68,bachelor,retired,middle,married,0,owned,2_plus,fair,urban
24,bachelor,student,low,single,0,rent,0,good,suburban
34,vocational,employed,middle,married,0,mortgage,1,fair,suburban
49,high_school,employed,middle,married,1,rent,0,good,suburban
59,vocational,retired,low,single,0,owned,1,fair,suburban
34,bachelor,employed,high,single,0,mortgage,1,good,urban
59,postgraduate,employed,middle,married,2_plus,mortgage,1,poor,suburban
42,bachelor,employed,low,separated,0,owned,0,good,urban
49,high_school,employed,middle,single,2_plus,owned,2_plus,good,suburban
44,vocational,employed,middle,married,1,owned,1,good,suburban
32,postgraduate,employed,high,married,0,rent,2_plus,fair,urban
55,vocational,employed,middle,married,2_plus,rent,1,poor,suburban
46,postgraduate,unemployed,low,single,0,rent,0,good,urban
49,high_school,employed,low,married,2_plus,mortgage,0,fair,urban
25,postgraduate,employed,low,separated,0,rent,1,good,urban
58,vocational,employed,low,single,0,owned,0,fair,urban
40,postgraduate,employed,middle,married,1,mortgage,1,good,urban
35,vocational,employed,middle,married,2_plus,rent,0,good,suburban
18,bachelor,student,low,single,0,rent,0,good,urban
54,bachelor,employed,middle,single,2_plus,mortgage,1,good,rural
26,high_school,employed,low,single,0,rent,0,good,rural
32,bachelor,employed,middle,married,1,mortgage,0,good,urban
70,high_school,retired,low,married,2_plus,rent,1,good,suburban
44,bachelor,employed,middle,single,0,owned,1,good,urban
24,high_school,student,low,single,0,owned,1,good,urban
42,high_school,employed,middle,married,1,mortgage,1,good,urban
51,vocational,unemployed,low,married,0,rent,1,good,suburban
18,bachelor,student,middle,single,0,mortgage,0,good,rural
20,bachelor,employed,middle,separated,0,rent,1,good,suburban
29,high_school,unemployed,low,married,2_plus,owned,1,good,rural
57,high_school,employed,middle,single,1,owned,1,fair,rural
39,vocational,employed,low,married,2_plus,owned,0,good,suburban
47,bachelor,employed,middle,single,0,mortgage,2_plus,good,rural
43,vocational,employed,middle,married,2_plus,mortgage,1,poor,rural
49,bachelor,employed,high,married,1,owned,0,fair,urban
34,vocational,employed,middle,single,1,rent,1,good,rural
45,bachelor,employed,high,married,2_plus,owned,2_plus,good,suburban
65,vocational,retired,middle,separated,0,owned,0,good,urban
53,high_school,employed,middle,single,2_plus,rent,1,good,urban
61,postgraduate,employed,middle,single,0,mortgage,1,fair,rural
43,bachelor,employed,middle,married,1,owned,2_plus,fair,suburban
24,high_school,student,low,single,0,mortgage,0,good,suburban
32,high_school,self_employed,low,single,0,rent,0,good,urban
47,high_school,employed,low,married,1,rent,0,fair,suburban
50,postgraduate,self_employed,middle,single,0,owned,1,fair,urban
39,bachelor,unemployed,high,married,2_plus,owned,1,fair,suburban
60,postgraduate,employed,middle,married,2_plus,mortgage,1,good,urban
59,bachelor,employed,high,separated,2_plus,owned,2_plus,fair,urban
40,vocational,employed,low,married,2_plus,mortgage,0,good,suburban
68,bachelor,retired,low,married,0,owned,1,poor,rural
58,vocational,self_employed,low,married,2_plus,rent,0,poor,urban
51,vocational,self_employed,middle,separated,2_plus,mortgage,1,good,rural
79,high_school,employed,middle,single,2_plus,owned,1,fair,suburban
62,high_school,student,low,married,2_plus,mortgage,1,good,urban
60,postgraduate,employed,middle,single,2_plus,owned,0,good,suburban
50,vocational,self_employed,high,married,1,owned,2_plus,fair,rural
57,vocational,unemployed,low,married,0,rent,1,good,urban
39,postgraduate,employed,middle,separated,2_plus,owned,2_plus,fair,rural
30,vocational,retired,middle,single,0,mortgage,0,poor,suburban
79,high_school,retired,middle,separated,1,rent,0,good,urban
37,bachelor,employed,low,married,0,mortgage,0,fair,urban
18,high_school,employed,middle,single,0,rent,1,good,urban
29,postgraduate,employed,high,married,2_plus,rent,1,fair,suburban
22,bachelor,self_employed,low,single,0,rent,1,good,urban
36,high_school,employed,middle,married,1,owned,1,good,rural
48,bachelor,self_employed,high,married,2_plus,rent,1,good,urban
57,high_school,employed,middle,separated,2_plus,mortgage,1,good,urban
49,postgraduate,employed,middle,married,2_plus,owned,1,fair,suburban
30,bachelor,employed,low,married,2_plus,rent,0,good,suburban
45,vocational,self_employed,low,single,2_plus,rent,1,good,urban
46,high_school,unemployed,low,married,2_plus,rent,1,good,rural
42,bachelor,employed,middle,married,1,mortgage,1,good,urban
73,vocational,employed,middle,separated,0,owned,0,fair,suburban
79,bachelor,retired,middle,separated,2_plus,owned,2_plus,poor,suburban
65,bachelor,retired,low,married,2_plus,mortgage,2_plus,fair,urban
59,high_school,employed,middle,single,2_plus,rent,0,good,urban
57,vocational,employed,middle,single,1,mortgage,1,good,urban
26,bachelor,employed,high,married,0,owned,1,good,urban
53,postgraduate,employed,middle,married,2_plus,owned,0,good,urban
35,postgraduate,employed,middle,married,2_plus,rent,0,good,urban
46,vocational,employed,high,married,2_plus,mortgage,1,good,rural
45,bachelor,employed,middle,single,0,mortgage,2_plus,good,rural
28,postgraduate,employed,middle,married,0,mortgage,2_plus,fair,rural
34,vocational,employed,low,single,1,mortgage,1,fair,rural
40,bachelor,employed,high,married,2_plus,mortgage,1,good,urban
28,high_school,employed,middle,single,0,rent,1,good,suburban
84,high_school,retired,middle,separated,2_plus,owned,1,poor,rural
51,vocational,retired,middle,married,1,owned,2_plus,fair,rural
55,bachelor,employed,middle,separated,2_plus,mortgage,1,good,urban
50,bachelor,retired,middle,married,2_plus,mortgage,0,good,rural
40,vocational,employed,high,married,0,rent,2_plus,fair,rural
45,vocational,employed,middle,married,0,mortgage,0,good,urban
55,postgraduate,retired,low,separated,2_plus,mortgage,0,poor,suburban
21,bachelor,student,low,single,0,rent,1,good,suburban
21,high_school,student,low,single,0,rent,0,good,urban
18,vocational,student,low,married,0,rent,0,good,suburban
36,bachelor,employed,middle,married,2_plus,mortgage,1,good,suburban
39,bachelor,employed,middle,single,2_plus,owned,1,good,urban
43,vocational,self_employed,middle,separated,2_plus,mortgage,0,poor,urban
51,vocational,employed,middle,married,2_plus,rent,0,good,urban
48,bachelor,employed,middle,separated,2_plus,rent,1,good,suburban
47,high_school,employed,middle,married,2_plus,owned,1,poor,urban
30,bachelor,employed,high,married,1,owned,2_plus,fair,suburban
60,bachelor,employed,middle,married,2_plus,owned,0,good,suburban
80,bachelor,self_employed,high,separated,0,owned,2_plus,poor,suburban
35,vocational,self_employed,middle,single,0,mortgage,0,fair,rural
85,bachelor,retired,middle,married,2_plus,mortgage,2_plus,poor,suburban
50,bachelor,employed,middle,single,2_plus,owned,0,good,suburban
33,postgraduate,employed,middle,single,2_plus,mortgage,2_plus,fair,urban
83,high_school,self_employed,low,married,2_plus,owned,0,fair,suburban
32,vocational,unemployed,low,married,2_plus,rent,0,good,suburban
18,high_school,unemployed,low,single,0,owned,0,good,rural
62,high_school,employed,high,married,2_plus,owned,1,fair,suburban
49,bachelor,employed,high,married,2_plus,owned,1,good,urban
62,bachelor,employed,middle,married,2_plus,owned,0,good,suburban
45,postgraduate,self_employed,middle,married,2_plus,rent,2_plus,good,rural
27,postgraduate,employed,low,single,2_plus,rent,0,fair,urban
21,high_school,employed,middle,single,0,rent,2_plus,good,urban
75,bachelor,retired,low,married,2_plus,owned,1,poor,suburban
33,vocational,employed,middle,single,1,mortgage,2_plus,good,rural
28,postgraduate,employed,middle,married,0,rent,2_plus,good,suburban
56,bachelor,employed,high,single,1,owned,2_plus,fair,suburban
53,vocational,employed,high,married,2_plus,owned,1,fair,urban
42,vocational,unemployed,low,married,2_plus,rent,0,good,urban
43,postgraduate,employed,high,married,0,owned,2_plus,fair,urban
56,postgraduate,employed,middle,single,0,mortgage,1,good,suburban
39,vocational,employed,high,married,2_plus,owned,0,fair,urban
58,vocational,employed,middle,married,2_plus,owned,1,fair,urban
44,vocational,employed,high,married,2_plus,mortgage,1,poor,urban
37,postgraduate,employed,middle,single,2_plus,mortgage,1,good,urban
76,postgraduate,retired,low,separated,2_plus,rent,1,poor,urban
45,postgraduate,self_employed,middle,married,2_plus,mortgage,0,poor,suburban
51,high_school,employed,low,single,2_plus,owned,0,poor,urban
31,high_school,employed,middle,married,2_plus,rent,1,good,urban
41,bachelor,employed,middle,single,0,owned,1,fair,suburban
84,bachelor,retired,low,single,2_plus,mortgage,1,fair,rural
40,bachelor,unemployed,low,married,2_plus,mortgage,0,poor,urban
54,bachelor,self_employed,high,separated,1,mortgage,1,good,urban
80,high_school,retired,middle,single,0,owned,1,good,suburban
48,vocational,employed,high,separated,2_plus,mortgage,2_plus,fair,rural
66,vocational,employed,middle,separated,2_plus,owned,1,fair,rural
51,vocational,retired,middle,married,2_plus,owned,2_plus,fair,suburban
